id,commentCount,dislikeCount,hiddenSubscriberCount,likeCount,subscriberCount,videoCount,viewCount
SWBcxsesty1e8,0,,false,,2540,25,0
,,,,,,,
,,,,,,,
,,,,,,,
SWaMOim1hh89E,0,,false,,96,10,0
SWbxuQcbyhFTw,0,,false,,1448,102,0
SWASiBHswYQ7c,0,,false,,1966,136,0
SWbeBNycfE42k,0,,false,,5786,37,0
SWbnNniBIbmRc,0,,false,,240,370,0
,,,,,,,
,,,,,,,
9AEA58rVUWw,0,2,,7,,,74
,,,,,,,
SWaPQS3ABIJwg,0,,false,,22,88,0
,,,,,,,
SWc210vktGaP8,0,,false,,678,12,0
nZpGucOC20c,,,,,,,10729
,,,,,,,
,,,,,,,
SWC8IFDI7U9XQ,0,,false,,834,40,0
SWCx0IhvqbUUw,0,,false,,1540,44,0
SWcJ8RRGfEtfM,0,,false,,28366,25,0
SWCx-evZx9rEs,0,,false,,6409,124,0
SWCR5bbq21gB4,0,,false,,327,131,0
SWC7-KlK4jWu0,0,,false,,15989,121,0
SWc5DjMQQaI9M,0,,false,,2231,28,0
SWC82r07vVUQk,0,,false,,2896,77,0
SWcelfTQH0p3M,0,,false,,799,6,0
NLEvS7vJuSw,1988,95,,11919,,,140628
SWceu4IvpmNkY,0,,false,,4800,401,0
AI1M5aSsmFs,15,5,,70,,,925
SWCx29QUAxC7Y,0,,false,,2637,10,0
SWcZLiaOYi6eM,0,,false,,25,5,0
SWczjXYx53jZ0,0,,false,,1138,19,0
SWddrCqvHWZhc,0,,false,,322,65,0
SWDHn8k-IieRE,0,,false,,5515,0,0
SWdCPqH-X8rV0,0,,false,,2,4,0
SWdb82eOzMXgY,0,,false,,109,23,0
SWD33UVvMSjCI,0,,false,,2129,153,0
SWdEJ-yps8-to,0,,false,,671,39,0
UerTTUhAYo8,2,0,,5,,,140
1Wg1v_K6Gtw,28,3,,15,,,569
EmJfesNx1lo,78,3,,16,,,186
SWdDiMc85x2bU,0,,false,,908,755,0
SWdL4yPE429vE,0,,false,,172,80,0
SWdna9ZtngfWs,0,,false,,667,32,0
SWefy49z4L7-M,0,,false,,31404,1111,0
SWdWQp1SG6kYQ,0,,false,,8853,225,0
SWEjkXZHqjuFE,0,,false,,57,10,0
SWDnwRPTxrK-I,0,,false,,989,80,0
SWeV1htplM1ec,0,,false,,1452,387,0
UC--ESvX6ATS6Jkg8rEHZFTw,0,,false,,81,13,2872
SWdLy-GL7uAbo,0,,false,,2615,293,0
UC--g9fxLwO9awskAao1No2A,1085,,false,,338817,52,15481079
UC--EwQJeJ6SKlJdswehQH4g,3,,false,,13504,35,418592
UC--HyrAF6kkJnNjXHMKQXSQ,0,,false,,3275,2,347
UC--dg1LEMpipcnF9-CMfPig,0,,false,,4410,42,734457
UC--Ff3VfYYl5i9ckLql2D2g,0,,false,,8961,41,188580
UC--gpTdTFDxVbmqkIC2zyZw,0,,false,,363,80,622298
UC--dLC26k48LoT1mZJgsvyQ,0,,false,,1555,19,5714
UC--F9uvQfk_rooC98O5zFyQ,0,,false,,2842,1116,869506
UC--fwLM4U-Wh20IztKq06ag,0,,false,,41,18,2685
SWDiA-4bf1nGw,0,,false,,158560,20,0
SWDuRx9QGuhiU,0,,false,,307,174,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SWfEx8nQvno_Q,0,,false,,296,6,0
SWe_Rb6Mv4F5M,0,,false,,619,41,0
SWeV34zKqzoI0,0,,false,,663,1274,0
,,,,,,,
SWf5wwe4DTpXc,0,,false,,786,14,0
SWffsamPhDnZ8,0,,false,,414,55,0
,,,,,,,
SWFhZiSsYESEw,0,,false,,3309,7,0
SWf5A6XkD2ILg,0,,false,,490,299,0
SWfaG9vLj5TR8,0,,false,,721,12,0
bwm0yG9VVkU,22,4,,25,,,348
,,,,,,,
,,,,,,,
vyOznqMlvfQ,16,5,,16,,,278
,,,,,,,
SWfiR7KhGl9m4,0,,false,,953,14,0
SWfMMQRzGHYR8,0,,false,,1878,54,0
yGEb5wpzWgI,17,3,,33,,,135
7kH2rrCfd0k,8,0,,4,,,47
vYRqH6twO_Y,7,0,,6,,,29
SWfVmbvDTznxM,0,,false,,1312,85,0
SWfNPSMXdQ7kg,0,,false,,147,8,0
SWFwUabYJ5GCE,0,,false,,1293,32,0
SWg8FQCHNOapo,0,,false,,990,3,0
SWg50A68ntxOo,0,,false,,36,52,0
SWg4fChgjkZC4,0,,false,,991,26,0
SWg0wlTGk3KgU,0,,false,,1991,10,0
SWFUp2xq0tJO4,0,,false,,1252,273,0
SWGbxOwzsuZOc,0,,false,,21704,1048,0
-1hElyJopto,14,0,,299,,,2956
Lc-icMHjTcE,0,0,,0,,,89
Md9YvxJjv6A,0,,,,,,36
SWfWP1SbfYKlQ,0,,false,,873,18,0
xuFk2nBSH3c,425,53,,2074,,,20617
YOzW9OMBpoM,23,1,,73,,,656
SWGg2fi-Gs2_Y,0,,false,,217,76,0
SWGgH39OVp5FQ,0,,false,,3983,17,0
SWgr_4GzB3W4M,0,,false,,1293,56,0
SWGtVX2vGXGhg,0,,false,,693,14,0
SWGk4uyl4QFeY,0,,false,,865,8,0
SWgSnIh7I1Ios,0,,false,,27,105,0
SWGtB7082TjJE,0,,false,,3563,0,0
SWGcIH3oa6_uM,0,,false,,4048,31,0
SWGmL1GxY71cg,0,,false,,352,452,0
SWgxIYYNOkzeI,0,,false,,749,16,0
UC--MhnmOE6LSBNcmVk7vGWQ,0,,false,,104,6,1296
UC--igOtApb1YUGUKE4mJ9bw,0,,false,,302,16,15857
UC--j-yuiKFQhNAUYLt3v4fA,0,,false,,183061,214,16650998
UC--M5OyVo7nMzXFJcg9l4fQ,3,,false,,1141,20,9414
UC--kNHC538v4PpkITB9VOmg,0,,false,,382,21,48502
UC--kLHts05i9HBuQcXDWMKA,0,,false,,1493,2,700
UC--LStpqAmlrPn1vSVMED3Q,0,,false,,13049,47,497858
UC--mkA6XEQGTR7U9fl46_sw,0,,false,,10256,40,1862293
UC--I9wmmQvek7XGS6TSUL_A,0,,false,,176,3,1819
SWhRoSlqKClAY,0,,false,,596,48,0
SWhcwOnsq8jBg,0,,false,,541,54,0
UC--J0Bo8miPH18y19qEphOA,0,,false,,4048,27,131563
,,,,,,,
SWhfnhwzEvpRk,0,,false,,1354,5,0
SWHJKi4Yd28hI,0,,false,,66,10,0
SWH63ZgeCBOXI,0,,false,,202,242,0
SWHA8AKMJna-g,0,,false,,224,0,0
SWhfuYQZv4CCE,0,,false,,938,7,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SWHrFpo1Swyyc,0,,false,,69,449,0
SWgXwLfCBugaU,0,,false,,1657,177,0
nTgEYFdpCRc,6,0,,33,,,401
SWhWQhv7cx9Q4,0,,false,,738,16,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
o4m6lVP8GZ0,6,2,,26,,,189
gR7kn2vkZT0,5,0,,21,,,308
hmjhtkTcXDM,27,0,,39,,,541
SWIjkrpMtwrv8,0,,false,,160,46,0
SWIYAWT7a3SdM,0,,false,,16,8,0
SWJ7re79UqSBA,0,,false,,179,18,0
SWjdF-5-crAoU,0,,false,,672,11,0
SWHYkQqwiDq1Y,0,,false,,725,19,0
SWIWqTzgmc_k4,0,,false,,674,34,0
SWj01Z1A6MAac,0,,false,,265,8,0
SWIXLMUUTk8_Q,0,,false,,829,13,0
SWISwIT2D3Rqg,0,,false,,1835,152,0
SWIeidOc6rDHE,0,,false,,1090,13,0
ZuYcQ6n4oZY,2,0,,7,,,98
AH94pLUQABs,3,2,,29,,,265
Ih7kkBIa0y4,110,12,,335,,,1554
aMwwUlMt1vQ,0,1,,9,,,599
hmgX-b5fVmg,346,167,,2289,,,53459
yrLnD3fSaMQ,125,18,,621,,,7415
SWJELI-SY1uug,0,,false,,51,97,0
SWJjbw4w0NaZ0,0,,false,,535,900,0
SWJmuLIvSDpjs,0,,false,,37,30,0
SWJnIWtClBCDs,0,,false,,82633,78,0
SWj_7lsgOOaM0,0,,false,,23,44,0
SWjPGvqtdw07Q,0,,false,,2353,122,0
SWJmWc5s8LzU8,0,,false,,1101,467,0
SWjTqbQSzzPxw,0,,false,,703,17,0
SWjfjTOoYLW2o,0,,false,,742,103,0
SWjvUDtnebZd0,0,,false,,731,16,0
UC--QAtnSP3B_Uv5E2cPwN1A,0,,false,,29004,109,1256557
UC--mUWkDlk-vGE5prwSnLeQ,12,,false,,11242,72,4456219
UC--NQCwTnFcXDWpNd7kXE6w,10,,false,,13969,1767,35181050
UC--qnfLJ4UquBE2hBSIWYRw,0,,false,,2119,5,14572
UC--MxpGXJ3LVD8KvlNzRlcA,9,,false,,117394,266,14306659
UC--QPZa8RCKJqSF3VQ7Vxig,0,,false,,8261,93,5090811
UC--P41sT9WGGba6hurOImEQ,0,,false,,1898,46,152603
UC--nUbGCEUdiQqbmiXnQUEA,110,,false,,12568,2,212199
UC--QSYkr_4pQEpkcgWIqOJw,0,,false,,46,88,2139
UC--oDW2jBZWpAgcKKS6jEJA,138,,false,,19035,202,11168655
SWkKwT_W0kwKY,0,,false,,3479,13,0
SWj_EqrFGV57Y,0,,false,,1288,93,0
SWkDjgVLSTxG4,0,,false,,644,12,0
SWkEapIxPj54w,0,,false,,985,38,0
SWK36YLF1aNas,0,,false,,137,10,0
SWKihO6_cgVRY,0,,false,,316,6,0
SWKkNrg-MBMlk,0,,false,,661,15,0
SWKpXjuSTwjsQ,0,,false,,697,16,0
SWKMiYLfU-Q6k,0,,false,,159,146,0
,,,,,,,
,,,,,,,
SWkjCaKTw8bYo,0,,false,,616,14,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
F24j81er37E,55,2,,126,,,2642
lo9ZBQ2jrNA,50,20,,585,,,16125
,,,,,,,
SWlr178JxVdk8,0,,false,,48,44,0
,,,,,,,
,,,,,,,
,,,,,,,
SWKxMI-tJygXY,0,,false,,21907,150,0
SWlN4nEGxC_to,0,,false,,696,15,0
SWLdnBaIw9t7M,0,,false,,118628,114,0
SWLWgCtxxeXgA,0,,false,,340,106,0
SWlHzYQvqd3aM,0,,false,,4304,0,0
SWL6cTQqB4Ts0,0,,false,,158,1,0
SWksfmT-Fy5Q0,0,,false,,4544,7,0
vVJqi9ZCo90,26,31,,156,,,2994
SWLA-lQ3ZQw50,0,,false,,3967,3596,0
SWkSg2_TN2Fmk,0,,false,,913,16,0
0jUf8R9vTnc,0,2,,16,,,1802
MU-5nPO_CFY,26,6,,86,,,1751
-C-4LjbLkGQ,0,0,,2,,,56
teXwpes4P_8,18,1,,21,,,1554
SWlxNaIYnGXjU,0,,false,,1981,11,0
SWmHAS3OxUvpY,0,,false,,1669,30,0
SWmCNKT6mcrzI,0,,false,,1025,26,0
SWMjsmkQiF6vQ,0,,false,,810,18,0
SWm5HLdR4KU2E,0,,false,,1625,48,0
SWM7DFULXrb6k,0,,false,,922,64,0
SWm3Gu2Q3qoCo,0,,false,,624,16,0
uLkCO3gz39w,0,0,,1,,,7
xFd92VNGGwU,28,2,,362,,,17040
SWmeAjr8Kmot4,0,,false,,3336,208,0
SWlzTPcv2P6iY,0,,false,,41,61,0
SWn-p7Z3qkkCo,0,,false,,61,7,0
SWnx4XCp9LYmE,0,,false,,1544,20,0
SWn7VrUgtXRxg,0,,false,,533,338,0
SWnJ4d375-ulQ,0,,false,,29,100,0
SWO3L4pW7MnG0,0,,false,,1217,24,0
SWOdcllxQPKmU,0,,false,,505,78,0
SWO5qwVPA2YfI,0,,false,,1307,22,0
SWnK9w7sAA3lo,0,,false,,1150,3001,0
,,,,,,,
SWnM6IVyro2z8,0,,false,,1203,15,0
jRHFOFCbi8U,78,5,,656,,,25097
SWo5L8-s2iCKw,0,,false,,1095,22,0
SWoeexLmvNL4E,0,,false,,135,25,0
SWOIybZpYggTA,0,,false,,31709,1037,0
SWOHND-27AhTc,0,,false,,1212,46,0
SWODJTOSCtzwM,0,,false,,74,21,0
SWoT48wRwOGHU,0,,false,,396,120,0
SWOn4bxtg3MYU,0,,false,,67,191,0
SWoKm5iKt7nsQ,0,,false,,188,892,0
SWOK4O6xjDfkU,0,,false,,60,21,0
UC--RHDIQ-bJqIw51Y8COtoQ,0,,false,,166,7,2094
UC--sCtVp-EhfxUFdYBwzuLA,53,,false,,3266,310,1662155
UC--SLRg5Hy4qT4_Mgmfi6Cw,1094,,false,,73578,308,23040433
UC--r30xpCdBWr6QhTEQY4RQ,20,,false,,10336,249,388748
UC--SmoTv8WOVzlxaJ9iaWPw,0,,false,,16,5,971
UC--rUiVoLPzDT-KT4bMrnmQ,0,,false,,1477,0,0
SWOL3ZRxi_owk,0,,false,,1375,23,0
SWozapa_0tbLc,0,,false,,164,26,0
UC--sdmeKbO8zDVSUTkSSMpg,0,,false,,37069,285,1078521
UC--s3Ww3cYpUbjt_v1JOEcA,0,,false,,11096,80,368616
UC--sEstiDmitQkn3gQ4tVNQ,3,,false,,3902,434,224581
UC--SaadDxRXz729rtbQqyBA,5,,false,,29804,68,18448822
,,,,,,,
,,,,,,,
,,,,,,,
SWpz_Po3F-cCQ,0,,false,,2167,4,0
,,,,,,,
SWpo3QY-k6rUY,0,,false,,2721,121,0
SWPaDnlaO2fSM,0,,false,,6669,1077,0
SWPlzkAkWtlU4,0,,false,,44462,134,0
SWPlm_M4S_Wn4,0,,false,,622,1258,0
SWpa_ZFYFWP5Q,0,,false,,430,14,0
SWpbBpxwL6twc,0,,false,,43,32,0
SWpAVcM19bspM,0,,false,,23,212,0
SWOzjCAENC0Nw,0,,false,,192,12,0
e2FwZh1idgQ,6,0,,23,,,253
_Zk2bRQ9pnw,0,0,,0,,,106
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SWqKrZOTKMhto,0,,false,,204786,49,0
SWQg9gIDdDXKs,0,,false,,443,101,0
SWqHp_QpGlx4U,0,,false,,4,8,0
SWqZqWbgwkJcc,0,,false,,7646,136,0
SWqfAEMt9XrtI,0,,false,,190,6,0
SWqJGennl89Ag,0,,false,,150,18,0
SWqXjCOMromVs,0,,false,,34,107,0
SWqSBdK4fbIYc,0,,false,,438,26,0
SWqd_ZoDi6-58,0,,false,,940,14,0
SWQv-J63KzClQ,0,,false,,716,8,0
,,,,,,,
SB3H2CX5jIMSg,0,,false,,817,706,0
SB98t9_0Bvvg4,0,,false,,338,394,0
SB8O0Meod_cXk,0,,false,,625,258,0
SBAtfYtpIH9Mo,0,,false,,159,1165,0
SB0X7gO9GXPis,0,,false,,290,922,0
SB47Ro0I_IJnQ,0,,false,,122,191,0
SB8FEOrnIduyM,0,,false,,168,589,0
SB1luBg42XGn4,0,,false,,13912,467,0
SB2faAUGzrxJY,0,,false,,1043,779,0
SB0CymbF98W2E,0,,false,,121,572,0
SWWkHKVHSC2Hs,0,,false,,733,153,0
SWwJJsjobhckA,0,,false,,756,697,0
SWvVnWIwSDRaw,0,,false,,91,55,0
SWWgs_hiVxgZk,0,,false,,324,12,0
SWwg84PuMuSZQ,0,,false,,12525,311,0
SWvFHB2mZp3Tw,0,,false,,552,499,0
SWV_voJUGPnNg,0,,false,,17575,83,0
SWvFzgUilLQPE,0,,false,,848,13,0
SWvfzW2_Eq7Lk,0,,false,,61,18,0
SWwrDDmirmdQo,0,,false,,784,18,0
SBMRWpphns3rY,0,,false,,655,670,0
SBDR25qeUABPs,0,,false,,247,383,0
SBlteEO-VNsDA,0,,false,,6173,229,0
SBj2Qo1UCEhq8,0,,false,,402,499,0
SBl-q6K-iFs_0,0,,false,,26974,232,0
SBLRDg874XJh8,0,,false,,10301,1515,0
SBCElj1b_RSA8,0,,false,,68,108,0
SBkpb2ovTTnLQ,0,,false,,5222,20452,0
SBF1b9kTPFNiQ,0,,false,,16203,438,0
SWX84whOn3Fik,0,,false,,14184,69,0
SWXj7DhT5nIz8,0,,false,,5551,1520,0
SWxh5FkVCaekc,0,,false,,5611,286,0
SWxH29V0bP4YM,0,,false,,630,596,0
SWWTFDFOR2XVQ,0,,false,,641,18,0
SWXXkihjP7KcY,0,,false,,11756,3,0
SWXhuC1JGwOxQ,0,,false,,784,26,0
SWxv9FjJOgsBw,0,,false,,110,20,0
SWX4j8ZrLOYw8,0,,false,,1729,40,0
SBKQgs5rnH_I4,0,,false,,6380,94,0
SWxL-K_8zOtpI,0,,false,,90,12,0
SBT6TAJprIlkk,0,,false,,63,30,0
SBNIumgcBkgnY,0,,false,,15545,386,0
SBUouEB0oPDeI,0,,false,,1385,741,0
SBop0HWOMMsic,0,,false,,1003,1540,0
SBZxaGztO4Hz8,0,,false,,898,697,0
SByDf5N1CinWI,0,,false,,16299,388,0
SBpcHF0FYOb_k,0,,false,,12493,45,0
SBoO9KLUAEoEg,0,,false,,977,1234,0
SBnZbd67wyBSU,0,,false,,21412,918,0
SBTHukCqT-8eQ,0,,false,,529,157,0
SWxY-Q-sNdqBg,0,,false,,90105,334,0
SWyOIitqsH_Eg,0,,false,,2677,2,0
SWYkSSUuljAds,0,,false,,110,4,0
SWY6Oc_QC_D1M,0,,false,,640,179,0
SWxZXElPBMcBY,0,,false,,6490,1533,0
SWYevz15-BpdI,0,,false,,8,6,0
SWY9hx0kTTU6M,0,,false,,427,105,0
SWyjeIhDSXtQQ,0,,false,,3602,24,0
SWy2ejmrdRkGA,0,,false,,2292,10,0
SWyAL6x9XnXas,0,,false,,286,64,0
SW0iDB_rPbr64,0,,false,,886,20,0
SW-eO1oBbQsJY,0,,false,,35,11,0
SW-mo2X5kJ-EE,0,,false,,69,13,0
SW-EKXtlQOwCs,0,,false,,172,43,0
SW04xm-iyL9WU,0,,false,,8507,125,0
SW0tZgFuuxESE,0,,false,,330,92,0
SW-Kjqq1GeZtU,0,,false,,595,77,0
SW-eqExqzFC8w,0,,false,,595,72,0
SWzFq6uskVTGo,0,,false,,1139,68,0
SWZk2dX5DnW_c,0,,false,,16828,251,0
SWzhp3DuGC1VI,0,,false,,779,14,0
SWY_NN9sACOGI,0,,false,,3812,7,0
SWYQdU8HP406U,0,,false,,639,16,0
SWYWyvHvVl84c,0,,false,,146,23,0
SWzFuYLfSjFbU,0,,false,,1572,790,0
SWy_FO9VJPFYI,0,,false,,378,58,0
SW-83DN5lQ268,0,,false,,94,34,0
SW09BlXQ2QylM,0,,false,,9828,7,0
SWZ4XrGh-LzlA,0,,false,,819,187,0
SWZTI7dvCrVOo,0,,false,,6312,1076,0
SW1AHvsDqGUP0,0,,false,,88,191,0
SW0ukoyr2GOys,0,,false,,1205,110,0
SW0U_TXOSdRFA,0,,false,,35,8,0
,,,,,,,
SW1KH6hsM2pTY,0,,false,,268,10,0
SW_vDG6Qc580M,0,,false,,1591,162,0
SW_c3r-wUQ3qo,0,,false,,2756,481,0
,,,,,,,
SW_6jduUaAEVY,0,,false,,49,5,0
UC---XwG2lLHtKe8Rd-fao6A,0,,false,,12,5,52
SW_gXv1CXoeX0,0,,false,,44,10,0
UC---_ej-e6zrxxE2QlnOAgw,59,,false,,652,71,91500
SWzXIt_ux3AgI,0,,false,,925,54,0
SW1FyO_FERga8,0,,false,,45,68,0
SW1Vfx2rlGC5s,0,,false,,697,2123,0
SW0X9STqdECU4,0,,false,,388,72,0
SW2-uUSiFF0oo,0,,false,,1602,87,0
SW1sEtRQ8u_7g,0,,false,,934,415,0
UC--0W9cZo-c8mWvg41I2cQg,6,,false,,21526,84,7324213
UC--24TuGCf6g6ahaCSet1jA,0,,false,,1583,18,46451
SW3u2zKEcwYaI,0,,false,,409,56,0
SW3PXZ5tMur_0,0,,false,,46,36,0
SW3AZFKJImPv8,0,,false,,31951,58,0
SW3IbRzdv4nXo,0,,false,,708,14,0
SW4dp3SemZowU,0,,false,,4341,110,0
SW3RtKQOy0lLE,0,,false,,36801,113,0
SW2woL2oDfQO0,0,,false,,240,140,0
SW2nIpSrgkrTU,0,,false,,428,14,0
SW4j3dUjBEihY,0,,false,,804,16,0
SW33SMfLIpmNA,0,,false,,516,73,0
,,,,,,,
UC--4-5ya3Mwfos6HSXWYCoQ,0,,false,,1810,146,111369
UC--70ql_IxJmhmqXqrkJrWQ,175,,false,,76355,96,2842264
UC--64hj3-OLVzsa1p-6c9sQ,0,,false,,49464,181,5359515
UC--4poe0wjcQQ3SLs7SKREw,4,,false,,98,38,3393
UC--3ozenTzry39-xMqAPQlw,43,,false,,68971,73,8802881
UC--7TfsWesYbuEFYf-_eEig,0,,false,,282,0,0
UC--7CiHJSNkS-dk8wE_UaNA,0,,false,,484,4,1962364
UC--88JLne1Sd6lFyexLm0oQ,10648,,false,,1323,83,343304
UC--4I--CXMDxjSqs7ZiDUDQ,99,,false,,1786,428,922675
UC--6RYz-q5rq0lG8Dad8GTA,10,,false,,612,88,5402
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SW5Zny6G9taOw,0,,false,,379,12,0
,,,,,,,
etzoby9xnYQ,1,0,,3,,,22
SW78f_aD64jyA,0,,false,,20537,26,0
SW5WN8n3u4bPs,0,,false,,1316,49,0
SW4lekyyFxbGc,0,,false,,855,131,0
SW6_i3ZN8vpq8,0,,false,,1096,30,0
SW60Ada0j2WmQ,0,,false,,9,24,0
SW6F0Szea7mhU,0,,false,,910,978,0
SW56wnMxUYWPU,0,,false,,23079,5,0
,,,,,,,
mF0DIGTpLYA,1,1,,27,,,2825
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SW4kifpQtRVvk,0,,false,,8761,1263,0
SW6bNLRUUGY7w,0,,false,,1096,1452,0
,,,,,,,
,,,,,,,
IJHq-daSKRQ,30,0,,29,,,145
,,,,,,,
3Nrq23gXOgo,0,6,,11,,,2268
jDwxzzIS9tc,139,48,,3691,,,178115
SW8ViLbmmZbiY,0,,false,,1,3,0
SW8UJSAvWIJ1E,0,,false,,1238,205,0
SW7t3bdZ9CcVo,0,,false,,44,252,0
SW7JU2i_tuVzA,0,,false,,469,152,0
SW7xupLqsx22I,0,,false,,165,4,0
SW8Nq9PcQmIXo,0,,false,,643,247,0
SW7JXsQ5oOlyE,0,,false,,503,1198,0
SW7NNLXmrBPSA,0,,false,,163,51,0
SW8yg2vS9zdQA,0,,false,,21,20,0
SW8zakkRE8aUU,0,,false,,7284,195,0
BPFzCWTB90A,27,0,,16,,,53
2so6grRmEzE,65,,,,,,2119
jyYR5UGuriY,5,0,,2,,,82
2IlXs3xnZec,56,1,,326,,,2260
MJT5u_qQlvs,15,6,,89,,,2586
T_y64JhWShA,0,1,,6,,,131
rZ59agEE4Wc,135,44,,66,,,541
4IWd89kL1H8,217,30,,2442,,,9914
SW9j388pFNumY,0,,false,,59611,123,0
SWa-jYz_k61po,0,,false,,921,198,0
SWa7ROBHSoh7A,0,,false,,48588,102,0
SWAa75pSvjjm4,0,,false,,418,722,0
SW9t79yWkonAo,0,,false,,8857,50,0
SWaHzZo6fkq8Y,0,,false,,2530,1100,0
SWajN8fuV_vqo,0,,false,,322,48,0
SWA9NU8T4nM5o,0,,false,,232,8,0
SWAhhvsGvdap0,0,,false,,1342,13,0
SWAKZh6kUAgKw,0,,false,,3645,298,0
UC--988QUmikjFgwxLnruB_w,508,,false,,1349,327,326042
UC--aHl3t17oSNo84DvNebrw,0,,false,,1120,21,576452
UC--bvqIpsVLPWt7EUZDIKcg,2,,false,,818,137,217149
UC--aogxePIY50s9T6drRjrQ,0,,false,,2518,343,649294
UC--CmvOGjoPxZnSZ4FMzOAw,0,,false,,97,0,0
UC--bbkMU6z3r3wBDUINwaNQ,0,,false,,9923,70,1051045
UC--bM8XLtEXJHkwZJeZcUrA,0,,false,,16,3,245
SWaPQS3ABIJwg,0,,false,,22,88,0
UC--daNPWeQjmMRxv6TWEBYw,0,,false,,41,0,0
UC--BMyA2X4a9PGAo3lTuopg,3825,,false,,881790,41,124323711
UC--8hU3azW8c53Dv9pplhwg,0,,false,,232,0,0
SWBcxsesty1e8,0,,false,,2540,25,0
SWASiBHswYQ7c,0,,false,,1966,136,0
SWbxuQcbyhFTw,0,,false,,1448,102,0
SWbH6n2G9X2m8,0,,false,,1487,14,0
SWbeBNycfE42k,0,,false,,5786,37,0
SWaMOim1hh89E,0,,false,,96,10,0
SWbnNniBIbmRc,0,,false,,240,370,0
SWc210vktGaP8,0,,false,,678,12,0
SWbkLOCBZsTqI,0,,false,,577,684,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
nZpGucOC20c,,,,,,,10729
9AEA58rVUWw,0,2,,7,,,74
SWcJ8RRGfEtfM,0,,false,,28366,25,0
SWcelfTQH0p3M,0,,false,,799,6,0
SWc5DjMQQaI9M,0,,false,,2231,28,0
SWCR5bbq21gB4,0,,false,,327,131,0
SWCx0IhvqbUUw,0,,false,,1540,44,0
SWC82r07vVUQk,0,,false,,2896,77,0
SWC7-KlK4jWu0,0,,false,,15989,121,0
SWceu4IvpmNkY,0,,false,,4800,401,0
SWCx-evZx9rEs,0,,false,,6409,124,0
SWC8IFDI7U9XQ,0,,false,,834,40,0
EmJfesNx1lo,78,3,,16,,,186
NLEvS7vJuSw,1988,95,,11920,,,140628
SWczjXYx53jZ0,0,,false,,1138,19,0
SWDHn8k-IieRE,0,,false,,5515,0,0
SWD33UVvMSjCI,0,,false,,2129,153,0
SWdb82eOzMXgY,0,,false,,109,23,0
SWddrCqvHWZhc,0,,false,,322,65,0
SWdDiMc85x2bU,0,,false,,908,755,0
SWdCPqH-X8rV0,0,,false,,2,4,0
SWCx29QUAxC7Y,0,,false,,2637,10,0
SWcZLiaOYi6eM,0,,false,,25,5,0
SWdEJ-yps8-to,0,,false,,671,39,0
UerTTUhAYo8,2,0,,5,,,140
AI1M5aSsmFs,15,5,,70,,,925
1Wg1v_K6Gtw,28,3,,15,,,569
SWdna9ZtngfWs,0,,false,,667,32,0
SWefy49z4L7-M,0,,false,,31404,1111,0
SWDiA-4bf1nGw,0,,false,,158560,20,0
SWDnwRPTxrK-I,0,,false,,989,80,0
SWeV1htplM1ec,0,,false,,1452,387,0
SWEjkXZHqjuFE,0,,false,,57,10,0
SWdL4yPE429vE,0,,false,,172,80,0
SWDuRx9QGuhiU,0,,false,,307,174,0
SWdWQp1SG6kYQ,0,,false,,8853,225,0
SWdLy-GL7uAbo,0,,false,,2615,293,0
UC--HyrAF6kkJnNjXHMKQXSQ,0,,false,,3275,2,347
UC--dg1LEMpipcnF9-CMfPig,0,,false,,4410,42,734457
UC--fwLM4U-Wh20IztKq06ag,0,,false,,41,18,2685
UC--F9uvQfk_rooC98O5zFyQ,0,,false,,2842,1116,869506
UC--Ff3VfYYl5i9ckLql2D2g,0,,false,,8961,41,188580
UC--ESvX6ATS6Jkg8rEHZFTw,0,,false,,81,13,2872
UC--g9fxLwO9awskAao1No2A,1085,,false,,338818,52,15481079
UC--EwQJeJ6SKlJdswehQH4g,3,,false,,13504,35,418592
UC--gpTdTFDxVbmqkIC2zyZw,0,,false,,363,80,622298
UC--dLC26k48LoT1mZJgsvyQ,0,,false,,1555,19,5714
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
SWe_Rb6Mv4F5M,0,,false,,619,41,0
SWFhZiSsYESEw,0,,false,,3309,7,0
,,,,,,,
SWfEx8nQvno_Q,0,,false,,296,6,0
SWf5wwe4DTpXc,0,,false,,786,14,0
SWfMMQRzGHYR8,0,,false,,1878,54,0
SWf5A6XkD2ILg,0,,false,,490,299,0
SWeV34zKqzoI0,0,,false,,663,1274,0
SWffsamPhDnZ8,0,,false,,414,55,0
,,,,,,,
,,,,,,,
bwm0yG9VVkU,22,4,,25,,,348
vyOznqMlvfQ,16,5,,16,,,278
,,,,,,,
